step,t,psi_sensitive,psi_resistant,drug_on,regime_sensitive,regime_resistant
573,22.92,10000.0,10000.0,False,overload,overload
574,22.96,10000.0,10000.0,False,overload,overload
575,23.0,10000.0,10000.0,False,overload,overload
576,23.04,10000.0,10000.0,False,overload,overload
577,23.08,10000.0,10000.0,False,overload,overload
578,23.12,10000.0,10000.0,False,overload,overload
579,23.16,10000.0,10000.0,False,overload,overload
580,23.2,10000.0,10000.0,False,overload,overload
581,23.24,10000.0,10000.0,False,overload,overload
582,23.28,10000.0,10000.0,False,overload,overload
583,23.32,10000.0,10000.0,False,overload,overload
584,23.36,10000.0,10000.0,False,overload,overload
585,23.4,10000.0,10000.0,False,overload,overload
586,23.44,10000.0,10000.0,False,overload,overload
587,23.48,10000.0,10000.0,False,overload,overload
588,23.52,10000.0,10000.0,False,overload,overload
589,23.56,10000.0,10000.0,False,overload,overload
590,23.6,10000.0,10000.0,False,overload,overload
591,23.64,10000.0,10000.0,False,overload,overload
592,23.68,10000.0,10000.0,False,overload,overload
593,23.72,10000.0,10000.0,False,overload,overload
594,23.76,10000.0,10000.0,False,overload,overload
595,23.8,10000.0,10000.0,False,overload,overload
596,23.84,10000.0,10000.0,False,overload,overload
597,23.88,10000.0,10000.0,False,overload,overload
598,23.92,10000.0,10000.0,False,overload,overload
599,23.96,10000.0,10000.0,False,overload,overload
600,24.0,10000.0,10000.0,False,overload,overload
601,24.04,10000.0,10000.0,False,overload,overload
602,24.08,10000.0,10000.0,False,overload,overload
603,24.12,10000.0,10000.0,False,overload,overload
604,24.16,10000.0,10000.0,False,overload,overload
605,24.2,10000.0,10000.0,False,overload,overload
606,24.24,10000.0,10000.0,False,overload,overload
607,24.28,10000.0,10000.0,False,overload,overload
608,24.32,10000.0,10000.0,False,overload,overload
609,24.36,10000.0,10000.0,False,overload,overload
610,24.4,10000.0,10000.0,False,overload,overload
611,24.44,10000.0,10000.0,False,overload,overload
612,24.48,10000.0,10000.0,False,overload,overload
613,24.52,10000.0,10000.0,False,overload,overload
614,24.56,10000.0,10000.0,False,overload,overload
615,24.6,10000.0,10000.0,False,overload,overload
616,24.64,10000.0,10000.0,False,overload,overload
617,24.68,10000.0,10000.0,False,overload,overload
618,24.72,10000.0,10000.0,False,overload,overload
619,24.76,10000.0,10000.0,False,overload,overload
620,24.8,10000.0,10000.0,False,overload,overload
621,24.84,10000.0,10000.0,False,overload,overload
622,24.88,10000.0,10000.0,False,overload,overload
623,24.92,10000.0,10000.0,False,overload,overload
624,24.96,10000.0,10000.0,False,overload,overload
625,25.0,10000.0,10000.0,False,overload,overload
626,25.04,10000.0,10000.0,False,overload,overload
627,25.08,10000.0,10000.0,False,overload,overload
628,25.12,10000.0,10000.0,False,overload,overload
629,25.16,10000.0,10000.0,False,overload,overload
630,25.2,10000.0,10000.0,False,overload,overload
631,25.24,10000.0,10000.0,False,overload,overload
632,25.28,10000.0,10000.0,False,overload,overload
633,25.32,10000.0,10000.0,False,overload,overload
634,25.36,10000.0,10000.0,False,overload,overload
635,25.4,10000.0,10000.0,False,overload,overload
636,25.44,10000.0,10000.0,False,overload,overload
637,25.48,10000.0,10000.0,False,overload,overload
638,25.52,10000.0,10000.0,False,overload,overload
639,25.56,10000.0,10000.0,False,overload,overload
640,25.6,10000.0,10000.0,False,overload,overload
641,25.64,10000.0,10000.0,False,overload,overload
642,25.68,10000.0,10000.0,False,overload,overload
643,25.72,10000.0,10000.0,False,overload,overload
644,25.76,10000.0,10000.0,False,overload,overload
645,25.8,10000.0,10000.0,False,overload,overload
646,25.84,10000.0,10000.0,False,overload,overload
647,25.88,10000.0,10000.0,False,overload,overload
648,25.92,10000.0,10000.0,False,overload,overload
649,25.96,10000.0,10000.0,False,overload,overload
650,26.0,10000.0,10000.0,False,overload,overload
651,26.04,10000.0,10000.0,False,overload,overload
652,26.08,10000.0,10000.0,False,overload,overload
653,26.12,10000.0,10000.0,False,overload,overload
654,26.16,10000.0,10000.0,False,overload,overload
655,26.2,10000.0,10000.0,False,overload,overload
656,26.24,10000.0,10000.0,False,overload,overload
657,26.28,10000.0,10000.0,False,overload,overload
658,26.32,10000.0,10000.0,False,overload,overload
659,26.36,10000.0,10000.0,False,overload,overload
660,26.4,10000.0,10000.0,False,overload,overload
661,26.44,10000.0,10000.0,False,overload,overload
662,26.48,10000.0,10000.0,False,overload,overload
663,26.52,10000.0,10000.0,False,overload,overload
664,26.56,10000.0,10000.0,False,overload,overload
665,26.6,10000.0,10000.0,False,overload,overload
666,26.64,10000.0,10000.0,False,overload,overload
667,26.68,10000.0,10000.0,False,overload,overload
668,26.72,10000.0,10000.0,False,overload,overload
669,26.76,10000.0,10000.0,False,overload,overload
670,26.8,10000.0,10000.0,False,overload,overload
671,26.84,10000.0,10000.0,False,overload,overload
672,26.88,10000.0,10000.0,False,overload,overload
673,26.92,10000.0,10000.0,False,overload,overload
674,26.96,10000.0,10000.0,False,overload,overload
675,27.0,10000.0,10000.0,False,overload,overload
676,27.04,10000.0,10000.0,False,overload,overload
677,27.08,10000.0,10000.0,False,overload,overload
678,27.12,10000.0,10000.0,False,overload,overload
679,27.16,10000.0,10000.0,False,overload,overload
680,27.2,10000.0,10000.0,False,overload,overload
681,27.24,10000.0,10000.0,False,overload,overload
682,27.28,10000.0,10000.0,False,overload,overload
683,27.32,10000.0,10000.0,False,overload,overload
684,27.36,10000.0,10000.0,False,overload,overload
685,27.4,10000.0,10000.0,False,overload,overload
686,27.44,10000.0,10000.0,False,overload,overload
687,27.48,10000.0,10000.0,False,overload,overload
688,27.52,10000.0,10000.0,False,overload,overload
689,27.56,10000.0,10000.0,False,overload,overload
690,27.6,10000.0,10000.0,False,overload,overload
691,27.64,10000.0,10000.0,False,overload,overload
692,27.68,10000.0,10000.0,False,overload,overload
693,27.72,10000.0,10000.0,False,overload,overload
694,27.76,10000.0,10000.0,False,overload,overload
695,27.8,10000.0,10000.0,False,overload,overload
696,27.84,10000.0,10000.0,False,overload,overload
697,27.88,10000.0,10000.0,False,overload,overload
698,27.92,10000.0,10000.0,False,overload,overload
699,27.96,10000.0,10000.0,False,overload,overload
