step,t,c_wildlife,c_host,psi_host,regime,phase
541,27.05,0.5784,0.5,10000.0,overload,stable
542,27.1,0.5786,0.5,10000.0,overload,stable
543,27.15,0.5788,0.5,10000.0,overload,stable
544,27.2,0.579,0.5,10000.0,overload,stable
545,27.25,0.5792,0.5,10000.0,overload,stable
546,27.3,0.5794,0.5,10000.0,overload,stable
547,27.35,0.5796,0.5,10000.0,overload,stable
548,27.4,0.5798,0.5,10000.0,overload,stable
549,27.45,0.58,0.5,10000.0,overload,stable
550,27.5,0.5802,0.5,10000.0,overload,stable
551,27.55,0.5804,0.5,10000.0,overload,stable
552,27.6,0.5806,0.5,10000.0,overload,stable
553,27.65,0.5808,0.5,10000.0,overload,stable
554,27.7,0.581,0.5,10000.0,overload,stable
555,27.75,0.5812,0.5,10000.0,overload,stable
556,27.8,0.5814,0.5,10000.0,overload,stable
557,27.85,0.5816,0.5,10000.0,overload,stable
558,27.9,0.5818,0.5,10000.0,overload,stable
559,27.95,0.582,0.5,10000.0,overload,stable
560,28.0,0.5822,0.5,10000.0,overload,stable
561,28.05,0.5824,0.5,10000.0,overload,stable
562,28.1,0.5826,0.5,10000.0,overload,stable
563,28.15,0.5828,0.5,10000.0,overload,stable
564,28.2,0.583,0.5,10000.0,overload,stable
565,28.25,0.5832,0.5,10000.0,overload,stable
566,28.3,0.5834,0.5,10000.0,overload,stable
567,28.35,0.5836,0.5,10000.0,overload,stable
568,28.4,0.5838,0.5,10000.0,overload,stable
569,28.45,0.584,0.5,10000.0,overload,stable
570,28.5,0.5842,0.5,10000.0,overload,stable
571,28.55,0.5844,0.5,10000.0,overload,stable
572,28.6,0.5846,0.5,10000.0,overload,stable
573,28.65,0.5848,0.5,10000.0,overload,stable
574,28.7,0.585,0.5,10000.0,overload,stable
575,28.75,0.5852,0.5,10000.0,overload,stable
576,28.8,0.5854,0.5,10000.0,overload,stable
577,28.85,0.5856,0.5,10000.0,overload,stable
578,28.9,0.5858,0.5,10000.0,overload,stable
579,28.95,0.586,0.5,10000.0,overload,stable
580,29.0,0.5862,0.5,10000.0,overload,stable
581,29.05,0.5864,0.5,10000.0,overload,stable
582,29.1,0.5866,0.5,10000.0,overload,stable
583,29.15,0.5868,0.5,10000.0,overload,stable
584,29.2,0.587,0.5,10000.0,overload,stable
585,29.25,0.5872,0.5,10000.0,overload,stable
586,29.3,0.5874,0.5,10000.0,overload,stable
587,29.35,0.5876,0.5,10000.0,overload,stable
588,29.4,0.5878,0.5,10000.0,overload,stable
589,29.45,0.588,0.5,10000.0,overload,stable
590,29.5,0.5882,0.5,10000.0,overload,stable
591,29.55,0.5884,0.5,10000.0,overload,stable
592,29.6,0.5886,0.5,10000.0,overload,stable
593,29.65,0.5888,0.5,10000.0,overload,stable
594,29.7,0.589,0.5,10000.0,overload,stable
595,29.75,0.5892,0.5,10000.0,overload,stable
596,29.8,0.5894,0.5,10000.0,overload,stable
597,29.85,0.5896,0.5,10000.0,overload,stable
598,29.9,0.5898,0.5,10000.0,overload,stable
599,29.95,0.59,0.5,10000.0,overload,stable
